ticket_id,วันที่แจ้ง,เวลาที่แจ้ง,สถานะ,สถานที่,รายละเอียด,เขตผู้รับผิดชอบ(แก้ไขโดย),หมวดหมู่,สถานะล่าสุด,วันที่สถานะล่าสุด,เวลาสถานะล่าสุด,เวลาที่ใช้,ระยะเวลาจากวันที่เริ่มแจ้ง(วัน),ระยะเวลาจากสถานะล่าสุด(วัน)
2024-77E99D,2024-12-04,00:00 น.,รอรับเรื่อง 5 วันที่แล้ว,เขตราชเทวี แขวงถนนพญาไท,Makro ศรีอยุธยา ดำเนินการแก้ไขปัญหาเสียงของ blower ยักษ์ รบกวนผู้พักอาศัยคอนโดล่าช้ามากๆ. รบกวนตรวจสอบด้วย ว่าผ่าน EIA ได้อย่างไร และจะแก้ไขให้เสร็จภายในกี่วัน แล้วจะชดเชยอย่างไร,"เขตราชเทวี, ฝ่ายโยธา เขตราชเทวี, กรุงเทพมหานคร",เสียง,รอรับเรื่อง,2024-12-05,16:00 น.,ใช้เวลา 1 วัน 16 ชม.,5,4
2024-NWX89A,2024-12-03,20:15 น.,รอรับเรื่อง 5 วันที่แล้ว,เขตราชเทวี แขวงถนนพญาไท,มีศพแมวอยู่ติดเกาะกลางถนนตรงหน้า king power ก่อนถึงโรงเรียนศรีอยุธยา,"เขตราชเทวี, ฝ่ายรักษาความสะอาดฯ เขตราชเทวี, กรุงเทพมหานคร",สัตว์,รอรับเรื่อง,2024-12-05,16:01 น.,ใช้เวลา 1 วัน 19 ชม.,6,4
2024-KHGUZU,2024-12-02,10:03 น.,รอรับเรื่อง 6 วันที่แล้ว,เขตราชเทวี แขวงมักกะสัน,ร้องเรียนฝ่ายสวน เขตราชเทวี ดำเนินการล่าช้ามากกับการนำกระถางต้นไม้มาติดตั้งให้สมบูรณ์บริเวณ เกาะกลางถนนอโศกดินแดง ในจุดที่ไม่มี ไม่ทราบติดขัดเหตุใด เพราะทุกวันนี้มอเตอไซต์ปีนเกาะข้ามฝั่งในจุดที่ไม่มีกระถางต้นไม้บนเกาะกลางถนน #ช่วยกันโหวต#ให้กทมแก้ปัญหา#อย่างเร่งด่วน#เขตราชเทวี,"เขตราชเทวี, ฝ่ายรักษาความสะอาดฯ เขตราชเทวี, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,2024-12-03,10:50 น.,ใช้เวลา 1 วัน,7,6
2024-BMAXB8,2024-12-01,08:27 น.,รอรับเรื่อง 8 วันที่แล้ว,เขตราชเทวี,แยกอโศกเพชร เริ่มมีการตั้งวินถาวรบนทางเท้า ให้เทศกิจและ ผอเขต ทำการไล่ออกไป ไม่ใช่สถานที่คนใดคนหนึ่นขึ้นมาทำมาหากิน,"ฝ่ายเทศกิจ เขตราชเทวี, เขตราชเทวี, กรุงเทพมหานคร",หาบเร่แผงลอย,เปิดเรื่องใหม่,2024-12-08,10:35 น.,ใช้เวลา 7 วัน 2 ชม.,8,1
2023-CV3B92,2023-10-17,15:23 น.,รอรับเรื่อง 418 วันที่แล้ว,เขตราชเทวี,ไม่วิ่งเลนซ้ายเพื่อรับผู้โดยสารเลย วิ่งเลน 4 แล้วจอดให้ผู้โดยสารไปขึ้นกลางถนน หากเกิดอุบัติเหตุ ใครรับผิดชอบ?,"องค์การขนส่งมวลชนกรุงเทพ (ขสมก.), เขตราชเทวี, กรุงเทพมหานคร, เพื่อนชัชชาติ",อื่นๆ,รอรับเรื่อง,2023-10-24,13:03 น.,ใช้เวลา 6 วัน 21 ชม.,419,412
2023-3N98NY,2023-03-13,19:26 น.,รอรับเรื่อง 636 วันที่แล้ว,เขตราชเทวี แขวงมักกะสัน,อยากให้ช่วยติดไฟและทำราวทางเดิน,"กองระบบคลอง สำนักการระบายน้ำ, สำนักการระบายน้ำ กทม., เขตราชเทวี, กรุงเทพมหานคร, เพื่อนชัชชาติ,",จุดเสี่ยง,เปิดเรื่องใหม่,2023-03-17,18:04 น.,ใช้เวลา 3 วัน 22 ชม.,637,633
2023-GML3YW,2023-02-24,13:01 น.,รอรับเรื่อง 653 วันที่แล้ว,เขตราชเทวี แขวงทุ่งพญาไท,ฝุ่น PM 2.5 เยอะมาก เมื่อไหร่ผู้ว่าชัชชาติกับสำนักสิ่งแวดล้อมจะจัดการ แจ้งเรื่องไปหลายรอบแล้วไม่แก้ปัญหาให้ได้ซักที,"สำนักสิ่งแวดล้อม กทม., กองจัดการคุณภาพอากาศและเสียง สำนักสิ่งแวดล้อม, เขตราชเทวี, กรุงเทพมหานคร, เพื่อนชัชชาติ",ฝุ่นควัน&กลิ่น&PM2.5,รอรับเรื่อง,2023-02-24,14:11 น.,ใช้เวลา 1 ชม. 10 นาที,654,654
2022-F94CY3,2022-10-18,19:25 น.,รอรับเรื่อง 782 วันที่แล้ว,เขตราชเทวี,ป้ายรถเมล์ อยู่ตรงกับตู้ไฟ อ่านไม่ได้ เพราะมันอยู่ติดกันครับ อ่านได้ฝั่งเดียว,"สำนักงานระบบขนส่ง สขส. สจส., สำนักงาน กสทช. ภาค 2, สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.), ส่วนระบบขนส่งทางบกและทางน้ำ สขส., เขตราชเทวี, กลุ่มงานพัฒนาระบบโครงข่าย (สบน.สขส.), สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200), กรุงเทพมหานคร, เพื่อนชัชชาติ",อื่นๆ,รอรับเรื่อง,2024-11-26,15:34 น.,ใช้เวลา 769 วัน 20 ชม.,783,13
2022-4EPXN3,2022-06-29,08:12 น.,รอรับเรื่อง 894 วันที่แล้ว,เขตพญาไท,มีน้ำรั่วลงมาจากท่อบริเวณสะพานข้ามแยกสามเหลี่ยมดินแดง ทำให้น้ำนองบนถนนจำนวนมาก และเป็นอันตรายต่อผู้ขับขี่จักรยานยนต์ รบกวนผู้เกี่ยวข้องมาตรวจสอบท่อระบายน้ำของสะพานข้ามแยกนี้ด้วยครับ,"สำนักการโยธา กทม., สำนักงานวิศวกรรมทาง สำนักการโยธา (สวก.สนย.) กทม., เขตราชเทวี, กรุงเทพมหานคร, เพื่อนชัชชาติ",จุดเสี่ยง,กำลังดำเนินการ,2023-02-11,21:38 น.,ใช้เวลา 227 วัน 13 ชม.,894,667
2022-EMRAFG,2022-06-15,20:23 น.,รอรับเรื่อง 907 วันที่แล้ว,เขตราชเทวี,รถสามล้อจอดในพื้นที่ห้ามจอด ทำให้รถติด เป็นแบบนี้ทุกวัน,"สน.พญาไท, สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบังคับการตำรวจนครบาล 1 (บก.น.1), กองบัญชาการตำรวจนครบาล (บช.น.), เขตราชเทวี, กรุงเทพมหานคร, เพื่อนชัชชาติ",อื่นๆ,เปิดเรื่องใหม่,2022-08-17,19:50 น.,ใช้เวลา 62 วัน 23 ชม.,908,845
2022-HUTQT2,2022-06-12,09:38 น.,รอรับเรื่อง 910 วันที่แล้ว,เขตราชเทวี,ป้าย bus stop ในที่ต่างๆ กับการเดินรถเมล์จริงๆ ไม่สัมพันธ์กัน ทำไห้ผุ้ที่ไม่รุ้เส้นทางหลง และชาวต่างชาติเองก้เดินทางไม่ถึงที่หมายค่ะ,"สำนักจราจรกลางกรุงเทพมหานคร, องค์การขนส่งมวลชนกรุงเทพ (ขสมก.), กรุงเทพมหานคร, เขตราชเทวี, เพื่อนชัชชาติ",เสนอแนะ,เปิดเรื่องใหม่,2022-07-04,11:58 น.,ใช้เวลา 22 วัน 2 ชม.,911,889
